gapId,title,primaryCategory,secondaryCategories,domainIds,currentStatus,targetLevel,severity,dependencies,acceptanceEvidence,recommendedOwnerArea,dependencyCriticality,safetyImpact,claimRisk,targetUnblockValue,observedFact,recommendation
gap-450ef42e5161888b60d5,Package ABI gap,Implementation_Gap,[],"[""capability-package-abi""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A package ABI defined and implemented for cross-package binary compatibility.""]",Compiler & ABI,2,0,1,2,"No normative, in-scope, independent implementation was found for Package ABI; strongest observed evidence status is Unknown (authoritative source spec/abi_layout.md).","Define and implement Package ABI within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-458182cf909a2fb50b37,Normative language contract: Closures,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Closures with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,"Closures is documented in spec/language_core.md, spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Closures with a versioned compatibility contract before depending on it for system-level work.
gap-4836d25d4e7f20ce4022,Runtime ABI gap,Implementation_Gap,[],"[""capability-runtime-abi""]",Unknown,T2_Freestanding_Substrate,High,[],"[""A freestanding runtime ABI defined and implemented without a hosted runtime dependency.""]",Freestanding Runtime,3,0,1,3,"No normative, in-scope, independent implementation was found for Runtime ABI; strongest observed evidence status is Unknown (authoritative source spec/abi_layout.md).","Define and implement Runtime ABI within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-4af9ae09f55639ec353c,Backup and recovery gap,Implementation_Gap,[],"[""capability-userspace-backup-recovery""]",Unknown,T4_Isolated_Userspace_Platform,High,"[""gate-b410a95ca824df27251d""]","[""A Nebula-owned backup and recovery mechanism for the OS platform with direct implementation evidence."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No Nebula-owned backup or recovery mechanism exists.""]",Update & Recovery,2,2,0,2,"Backup and recovery: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/architecture.md).",Implement Backup and recovery above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-4dab7e389c9b59aa2550,OS-substrate subsystem: Device discovery,Implementation_Gap,[],"[""capability-driver-device-discovery""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of device discovery/enumeration in a kernel-owned driver framework.""]",Drivers & Hardware,2,1,1,1,Device discovery has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No device-discovery implementation exists; the gate registry has no driver gate.,Register a positive implementation gate for Device discovery and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-4db178460bc95e2bc423,"Compiler diagnostics, LSP, formatter, and explain data gap",Verification_Gap,[],"[""capability-observability-compiler-diagnostics""]",Unsupported,T1_Independent_Language_Platform,Medium,"[""gate-773cbe5008ea0adfbf60""]","[""Compiler diagnostics, LSP, formatter, and explain-data tooling with direct current implementation evidence; scoped to hosted developer tooling, not OS observability."",""Disclosed limitations must remain recorded: Compiler diagnostics and hosted developer tooling are not boot, kernel, driver, or userspace observability.""]",Developer Tooling,1,1,0,1,"Compiler diagnostics, LSP, formatter, and explain data: no direct current implementation evidence for this hosted tooling capability (authoritative source spec/compiler_pipeline.md).","Provide direct current implementation evidence for Compiler diagnostics, LSP, formatter, and explain data in the hosted toolchain/service scope."
gap-507ff057036b66847758,Normative language contract: Aggregates,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Aggregates with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,2,0,1,1,"Aggregates is documented in spec/abi_layout.md, spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-61fa5e8ce3f4f1c2215d, evidence-671e810b7e2ffe60fbb3, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c11528bb42afadadb318, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-f6e2fffbc042fd84d3c5, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Aggregates with a versioned compatibility contract before depending on it for system-level work.
gap-50f53b51b1aadea901fd,Runtime/library/package gap: Lock file,Implementation_Gap,[],"[""capability-package-lock""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Implemented lock file support with direct implementation evidence."",""Lock file has no accepted implementation evidence.""]",Package & Ecosystem,1,0,1,1,"Lock file has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (matched evidence: evidence-0b57cb6ba067fb6b54e0, evidence-13d79a778260e1aa6721, evidence-1ce6f2523d2e247044c0, evidence-217f3d039e13f48e6b8b, evidence-22cd1db70210cebdf769, evidence-245d37a8c8cd7542bd4d, evidence-27fba627dde9cff7545b, evidence-3c5f1acebc3258b48730, evidence-3f24c30c6ceb8113f1e2, evidence-59444baa41dfb87d07c7, evidence-5b121233f82e78529e15, evidence-60ddb026a0114a6ecd67, evidence-71f87020a35e4984a041, evidence-75235b88730dc0abdbba, evidence-7e11a58b24f23413e350, evidence-93b6716add92bbe4f099, evidence-9bb8ddcd347b3f3aab7e, evidence-a25564bd870060ab9fd6, evidence-a5b548826750cabfb985, evidence-ad716c473bef1885ec64, evidence-bcedcfa165974cdfeed6, evidence-bd3e483a14f0a6704519, evidence-c703e2a84932dc2c31cf, evidence-d304b44d6ce1431eec5c, evidence-d69cf52f5e1a0f29dd38).",Implement and verify Lock file before depending on it for freestanding or ecosystem work.
gap-512b698906d1d17c0c4f,Normative language contract: Constrained generics,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Constrained generics with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,2,0,1,1,"Constrained generics is documented in spec/generics_policy.md with direct implementation evidence evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0; current classified status is Unknown.",Publish and freeze the normative semantics for Constrained generics with a versioned compatibility contract before depending on it for system-level work.
gap-525059aa6d1465e6f187,OS-substrate subsystem: Timers,Implementation_Gap,[],"[""capability-hw-timers""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of a hardware timer/clock-source driver usable for scheduling and timekeeping.""]",Kernel & Hardware,2,1,1,1,"Timers has no direct implementation evidence (matched evidence evidence-0923067ce3b9f9e2c299, evidence-2404ef86631b42112e57, evidence-26a696d125cf1ff24458, evidence-2f3601b5671811d94baa, evidence-42df33b6ebc6af455a42); per Requirement 10.6 its Maturity_Score is 0 (absent). No timer or clock-source implementation exists.",Register a positive implementation gate for Timers and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-5358923beca02112e5d2,Application sandboxing and confinement gap,Implementation_Gap,[],"[""capability-userspace-sandbox""]",Unknown,T4_Isolated_Userspace_Platform,High,"[""gate-31536f160af23ad4d269""]","[""An implemented sandbox/confinement mechanism enforced by the Nebula-owned process/capability boundary."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No application sandboxing or confinement mechanism exists.""]",Userspace & Isolation,3,3,0,3,"Application sandboxing and confinement: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/kernel_boundary.md).",Implement Application sandboxing and confinement above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-54320425ec94c88a720e,Frontend completeness gap,Implementation_Gap,[],"[""capability-pipeline-frontend""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Frontend (lexer/parser/typechecker) implementation evidence for the supported language surface.""]",Compiler & ABI,2,0,1,2,"No normative, in-scope, independent implementation was found for Frontend completeness; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement Frontend completeness within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-5495a3220948698d81c5,Runtime/library/package gap: Offline operation,Ecosystem_Gap,[],"[""capability-package-offline""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Implemented offline operation support with direct implementation evidence."",""Offline operation has no accepted implementation evidence.""]",Package & Ecosystem,1,0,1,1,Offline operation has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (no matching evidence found).,Implement and verify Offline operation before depending on it for freestanding or ecosystem work.
gap-55ad963067c1ba451d67,Normative language contract: Arrays,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Arrays with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,"Arrays is documented in spec/abi_layout.md, spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-61fa5e8ce3f4f1c2215d, evidence-671e810b7e2ffe60fbb3, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c11528bb42afadadb318, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-f6e2fffbc042fd84d3c5, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Arrays with a versioned compatibility contract before depending on it for system-level work.
gap-56217900d22d6a01b9f6,Unsafe-usage audit gap,Verification_Gap,[],"[""capability-security-unsafe-audit""]",Unknown,T1_Independent_Language_Platform,Medium,"[""gate-024e105461e96cffee40""]","[""An unsafe-usage audit that enumerates and reviews unsafe boundaries with direct current implementation evidence."",""Disclosed limitations must remain recorded: No systematic unsafe-usage audit is demonstrated for the toolchain.""]",Language & Safety,1,3,0,1,Unsafe-usage audit: no direct current implementation evidence for this hosted tooling capability (authoritative source spec/safety_contract.md).,Provide direct current implementation evidence for Unsafe-usage audit in the hosted toolchain/service scope.
gap-57d415d9e6b46c5c1b7f,OS-substrate subsystem: Storage devices,Implementation_Gap,[],"[""capability-driver-storage-devices""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of a storage/block device driver.""]",Drivers & Hardware,2,1,1,1,Storage devices has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No storage device driver exists.,Register a positive implementation gate for Storage devices and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-598f6677c9ffb870a90a,Sanitizer lanes gap,Verification_Gap,[],"[""capability-release-sanitizer-lanes""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Executed sanitizer lanes with direct execution evidence.""]",Release Engineering,1,0,0,1,Sanitizer lanes: no direct current implementation evidence (strongest observed status Unknown); authoritative source .github/workflows/contract-tests.yml.,Provide direct implementation/execution evidence for Sanitizer lanes; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-59bbdd1b7f1d366de40f,Debug information gap,Implementation_Gap,[],"[""capability-pipeline-debug-info""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Debug-information generation implementation evidence.""]",Compiler & ABI,2,0,1,2,"No normative, in-scope, independent implementation was found for Debug information; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement Debug information within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-5af5013dc75ad6158af8,Runtime/library/package gap: Local registry,Ecosystem_Gap,[],"[""capability-package-local-registry""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Implemented local registry support with direct implementation evidence."",""Local registry has no accepted implementation evidence.""]",Package & Ecosystem,1,0,1,1,Local registry has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (no matching evidence found).,Implement and verify Local registry before depending on it for freestanding or ecosystem work.
gap-5b7ab17d08b5f4a8221c,Runtime/library/package gap: Future system library layer,Implementation_Gap,[],"[""capability-library-layer-future-system""]",Planned,T2_Freestanding_Substrate,High,[],"[""A freestanding system library with resolver and implementation support and direct implementation evidence."",""The future system layer is planned; system:: imports without resolver and implementation support are Planned.""]",Freestanding Runtime,2,0,1,2,"Future system library layer has no accepted current implementation satisfying Requirement 8.3, 8.4; strongest observed status is Unknown (matched evidence: evidence-7e78644c86c49d2e6efc, evidence-a014616f02ad43c66703).",Implement and verify Future system library layer before depending on it for freestanding or ecosystem work.
gap-5b962b37385e009086c6,Attestations gap,Verification_Gap,[],"[""capability-release-attestations""]",Unknown,T1_Independent_Language_Platform,High,[],"[""Signed release attestations with direct evidence.""]",Release Engineering,1,1,1,1,Attestations: no direct current implementation evidence (strongest observed status Unknown); authoritative source .github/workflows/release.yml.,Provide direct implementation/execution evidence for Attestations; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-5c797240518ddb34640e,Kernel observability gap,Implementation_Gap,[],"[""capability-observability-kernel""]",Unknown,T3_Boot_And_Kernel_Foundation,Medium,"[""gate-773cbe5008ea0adfbf60""]","[""Disclosed limitations must remain recorded: No Nebula kernel exists, so no kernel observability exists."",""Kernel observability (logging, tracing, metrics) owned by a Nebula kernel with direct implementation evidence.""]",Boot & Kernel,2,1,0,2,Kernel observability: no OS-substrate implementation evidence exists (authoritative source docs/universeos/kernel_boundary.md).,Implement Kernel observability in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-5cb3dec71d549fa51c38,OS-substrate subsystem: Input devices,Implementation_Gap,[],"[""capability-driver-input""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of an input device driver.""]",Drivers & Hardware,1,1,1,1,"Input devices has no direct implementation evidence (matched evidence evidence-20f46d91551ae4d2eb9e, evidence-f4d8f2a54e40c070cd3e, evidence-fb1b5d6981051ec01488); per Requirement 10.6 its Maturity_Score is 0 (absent). No input device driver exists.",Register a positive implementation gate for Input devices and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-5d2dfdc7fda1518c10a4,Inter-process communication gap,Implementation_Gap,[],"[""capability-userspace-ipc""]",Unknown,T4_Isolated_Userspace_Platform,High,"[""gate-31536f160af23ad4d269""]","[""An implemented IPC mechanism mediated by the Nebula-owned process and capability boundary."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No Nebula-owned inter-process communication mechanism exists.""]",Userspace & Isolation,3,3,0,3,"Inter-process communication: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/kernel_boundary.md).",Implement Inter-process communication above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-5ea5bc2ff7470fa55b23,Service manager and supervision gap,Implementation_Gap,[],"[""capability-userspace-service-manager""]",Unknown,T4_Isolated_Userspace_Platform,Medium,"[""gate-42b6c22c8d119e7057bc""]","[""A Nebula-owned service manager that supervises isolated OS services, not a hosted service-manager example."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; Hosted service-manager examples are userspace control-plane examples, not an OS process supervisor or service isolation manager.""]",System Services,2,1,0,2,"Service manager and supervision: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/kernel_boundary.md).",Implement Service manager and supervision above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-5fddfb2cdbbb5e689d23,Driver ABI gap,Implementation_Gap,[],"[""capability-driver-abi""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""A driver ABI defined and implemented for a driver model.""]",Drivers & Hardware,3,0,1,3,"No normative, in-scope, independent implementation was found for Driver ABI; strongest observed evidence status is Unknown (authoritative source docs/universeos/kernel_boundary.md).","Define and implement Driver ABI within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-60e6a08d429833d54463,Normative language contract: Variance,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Variance with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,2,1,"Variance is documented in spec/generics_policy.md, spec/type_system.md with no direct implementation evidence; current classified status is Unknown.",Publish and freeze the normative semantics for Variance with a versioned compatibility contract before depending on it for system-level work.
gap-61423bd579be52b74430,OS-substrate subsystem: Virtual memory management,Implementation_Gap,[],"[""capability-hw-virtual-memory""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of a virtual memory manager governing address-space mappings.""]",Kernel & Hardware,3,2,1,2,Virtual memory management has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No virtual memory manager implementation exists.,Register a positive implementation gate for Virtual memory management and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-6178c46bbd3e459a1519,Syscall ABI gap,Implementation_Gap,[],"[""capability-syscall-abi""]",Unsupported,T3_Boot_And_Kernel_Foundation,High,[],"[""A syscall ABI defined and implemented with a capability boundary.""]",Kernel,3,0,1,3,"No normative, in-scope, independent implementation was found for Syscall ABI; strongest observed evidence status is Unsupported (authoritative source docs/universeos/kernel_boundary.md).","Define and implement Syscall ABI within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-61f475590d08431d7f8e,User runtime and command environment gap,Implementation_Gap,[],"[""capability-userspace-user-runtime-command""]",Unknown,T4_Isolated_Userspace_Platform,Medium,"[""gate-42b6c22c8d119e7057bc""]","[""A Nebula-owned user runtime and command environment running above the process/syscall boundary with direct implementation evidence."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No Nebula-owned user runtime or command environment exists; current CLI tools run on the host OS.""]",Userspace Runtime,2,1,0,2,"User runtime and command environment: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/architecture.md).",Implement User runtime and command environment above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-627e5336128c9890466e,Semantic stability: Enums,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Enums with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Enums has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-61fa5e8ce3f4f1c2215d, evidence-671e810b7e2ffe60fbb3, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c11528bb42afadadb318, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-f6e2fffbc042fd84d3c5, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Enums so implemented behavior cannot silently change between revisions.
gap-64895061a02213911099,Runtime/library/package gap: Freestanding panic behavior,Implementation_Gap,[],"[""capability-runtime-panic""]",Unsupported,T2_Freestanding_Substrate,High,[],"[""A freestanding panic policy and handler with implementation evidence."",""Freestanding panic behavior is unspecified and unimplemented.""]",Freestanding Runtime,2,0,1,2,"Freestanding panic behavior has no accepted current implementation satisfying Requirement 8.1; strongest observed status is Unsupported (matched evidence: evidence-3a36a899e5cd1a19fb7a, evidence-728fa66f193ca3e4e506, evidence-c1d94b67438d35444278, evidence-d1fe291e3ce419d879cc).",Implement and verify Freestanding panic behavior before depending on it for freestanding or ecosystem work.
gap-64ba057a1adab27a8853,Normative language contract: Reflection,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Reflection with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,2,0,Reflection is documented in spec/language_reference.md with no direct implementation evidence; current classified status is Unknown.,Publish and freeze the normative semantics for Reflection with a versioned compatibility contract before depending on it for system-level work.
gap-652a6672b7978a497eb9,Rollback gap,Ecosystem_Gap,[],"[""capability-release-rollback""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A proven release rollback mechanism with direct implementation evidence.""]",Release Engineering,1,0,0,1,Rollback: no direct current implementation evidence (strongest observed status Unknown); authoritative source .github/workflows/release.yml.,Provide direct implementation/execution evidence for Rollback; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-656b5f58f3f0c6c34156,OS-substrate subsystem: DMA,Implementation_Gap,[],"[""capability-hw-dma""]",Planned,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of DMA programming and DMA-safe memory policy.""]",Kernel & Hardware,2,2,1,1,"DMA has no direct implementation evidence (matched evidence evidence-093c021be3d1da8a20ce, evidence-0ad9030954ae4e5f5fe7, evidence-28ec3aeee61eaa1e7394, evidence-2a040c067a02aa1c52ae, evidence-50a5c04314362f0b5fd3, evidence-5251cb80cdaaed21e617, evidence-5e45125da4ea9dafdcb8, evidence-771051422b423d45b5ff, evidence-78cca9dad0d68a961602, evidence-849e86b3a72d368e7f56, evidence-87c40b221b9a5431111c, evidence-92e2c111b6a52ce487d6, evidence-b13fb2e81120f5140296, evidence-e6223298ba076ee47d7d); per Requirement 10.6 its Maturity_Score is 0 (absent). No DMA implementation exists.",Register a positive implementation gate for DMA and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-664ae5d377ec22bca24f,Semantic stability: Callable types,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Callable types with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Callable types has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Callable types so implemented behavior cannot silently change between revisions.
gap-679f711a70a2ed6e324b,Runtime/library/package gap: Vulnerability response,Ecosystem_Gap,[],"[""capability-package-vulnerability-response""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Implemented vulnerability response support with direct implementation evidence."",""Vulnerability response has no accepted implementation evidence.""]",Package & Ecosystem,1,0,1,1,Vulnerability response has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (no matching evidence found).,Implement and verify Vulnerability response before depending on it for freestanding or ecosystem work.
gap-67fcfaf763e3e0237a3b,Transactionality gap,Implementation_Gap,[],"[""capability-reliability-transactionality""]",Unknown,T4_Isolated_Userspace_Platform,Medium,"[""gate-7e6ff8c1b7bf228d2952""]","[""Disclosed limitations must remain recorded: No Nebula-owned transactional state mechanism exists."",""Transactional state updates for OS storage/state with direct implementation evidence.""]",System Services,2,2,0,2,Transactionality: no OS-substrate implementation evidence exists (authoritative source docs/universeos/architecture.md).,Implement Transactionality in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-68b74aec1474c228976e,Normative language contract: Macros,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Macros with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,2,0,Macros is documented in spec/language_reference.md with no direct implementation evidence; current classified status is Unknown.,Publish and freeze the normative semantics for Macros with a versioned compatibility contract before depending on it for system-level work.
